segment_id,wellbore_chev_no_id,area_id,formation_id,bit_model_id,drillbit_size,min_depth,max_depth,rate_of_penetration,surface_weight_on_bit,surface_rpm
wellbore_chev_no_15_612,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18360,18389.5,222.9305374,52.25176048,211.0166667
wellbore_chev_no_15_613,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18390,18417.5,225.4489771,55.98363549,211.0535714
wellbore_chev_no_15_614,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18421,18449.5,211.498759,44.08485005,209.1034483
wellbore_chev_no_15_615,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18450,18479.5,228.873126,47.82671585,211.0166667
wellbore_chev_no_15_616,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18480,18509.5,209.7392202,48.92976265,211.05
wellbore_chev_no_15_617,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18510,18539.5,201.7410201,49.9317626,202.6166667
wellbore_chev_no_15_618,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18540,18569.5,198.2037105,40.24034207,206.4745763
wellbore_chev_no_15_619,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18570,18599.5,225.6298553,44.69762154,210.75
wellbore_chev_no_15_620,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18600,18629.5,210.7817411,47.45964553,210.65
wellbore_chev_no_15_621,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18630,18659.5,222.067377,51.52276522,210.6833333
wellbore_chev_no_15_622,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18660,18689.5,211.0756406,52.56187816,203.4166667
wellbore_chev_no_15_623,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18690,18719.5,211.7600737,44.93572025,210.1333333
wellbore_chev_no_15_624,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18720,18749.5,218.8420748,47.41665649,210.3666667
wellbore_chev_no_15_625,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18750,18779.5,225.7582255,52.39138749,210.3666667
wellbore_chev_no_15_626,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18780,18809.5,216.1235764,53.07041028,210.3
wellbore_chev_no_15_627,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18810,18839.5,204.0993858,44.66712326,204.8
wellbore_chev_no_15_628,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18840,18869.5,220.6069267,45.78890959,210.6333333
wellbore_chev_no_15_629,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18870,18899.5,226.44717,48.40065193,210.5666667
wellbore_chev_no_15_630,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18900,18929.5,226.4709229,50.13275102,210.6166667
wellbore_chev_no_15_631,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18930,18959.5,204.8140303,49.54721179,206.2372881
wellbore_chev_no_15_632,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18960,18989.5,197.2343363,33.92693707,210.3
wellbore_chev_no_15_633,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,18990,19019.5,222.3116865,40.22297239,210.4166667
wellbore_chev_no_15_634,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19020,19049.5,225.6401265,45.09555531,210.25
wellbore_chev_no_15_635,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19050,19079.5,223.2415833,49.5036993,210.25
wellbore_chev_no_15_636,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19080,19109.5,201.1548608,41.90379406,208.7586207
wellbore_chev_no_15_637,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19110,19139.5,220.5706757,43.31973209,210.6833333
wellbore_chev_no_15_638,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19140,19169.5,206.6554443,45.98291636,210.7
wellbore_chev_no_15_639,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19170,19199.5,209.4250534,49.18182297,210.7833333
wellbore_chev_no_15_640,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19200,19229.5,193.1211843,47.81642789,201.75
wellbore_chev_no_15_641,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19230,19259.5,192.3811483,35.74134156,210.4833333
wellbore_chev_no_15_642,wellbore_chev_no_15,area_0,formation_225,bit_model_20,16.5,19260,19289.5,214.1331957,34.14519558,210.45
wellbore_chev_no_15_643,wellbore_chev_no_15,area_0,formation_225,bit_model_32,16.5,19290,19319.5,132.5511776,31.39897072,170.0810005
wellbore_chev_no_15_644,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19320,19349.5,59.95186176,21.43554646,137.6849999
wellbore_chev_no_15_645,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19350,19379.5,55.34781596,22.36038524,162.6946665
wellbore_chev_no_15_646,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19380,19409.5,73.09457073,29.84654808,174.3406665
wellbore_chev_no_15_647,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19410,19439.5,61.5494161,31.47980677,159.4384992
wellbore_chev_no_15_648,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19440,19469.5,62.00497659,32.96682487,161.7186673
wellbore_chev_no_15_649,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19470,19499.5,61.09763158,25.94363209,163.4579994
wellbore_chev_no_15_650,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19500,19529.5,62.25478554,28.15450083,163.4246666
wellbore_chev_no_15_651,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19530,19559.5,61.9715524,32.30396763,163.3623334
wellbore_chev_no_15_652,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19560,19589.5,62.0840381,35.10457344,163.4264997
wellbore_chev_no_15_653,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19590,19619.5,58.74983768,27.73305038,161.3890004
wellbore_chev_no_15_654,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19620,19649.5,60.90750434,29.62461624,160.1795003
wellbore_chev_no_15_655,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19650,19679.5,62.03475132,33.57346217,160.1891665
wellbore_chev_no_15_656,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19680,19709.5,51.96764994,23.35330528,160.4581358
wellbore_chev_no_15_657,wellbore_chev_no_15,area_0,formation_225,bit_model_32,14.5,19710,19739.5,50.55490086,24.57444283,160.8754239
wellbore_chev_no_15_658,wellbore_chev_no_15,area_0,formation_2,bit_model_32,14.5,19740,19769.5,58.61847115,24.11967349,161.3491653
wellbore_chev_no_15_659,wellbore_chev_no_15,area_0,formation_2,bit_model_32,14.5,19770,19799.5,58.43651683,19.22137008,160.2551666
wellbore_chev_no_15_660,wellbore_chev_no_15,area_0,formation_2,bit_model_32,14.5,19800,19829.5,59.39582532,23.48804978,158.7683339
wellbore_chev_no_15_661,wellbore_chev_no_15,area_0,formation_2,bit_model_32,14.5,19830,19859.5,53.43802961,29.58493334,160.4480011
wellbore_chev_no_15_662,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,19860,19889.5,56.29375286,20.11681396,160.3916674
wellbore_chev_no_15_663,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,19890,19919.5,59.51601149,21.46898332,153.0736674
wellbore_chev_no_15_664,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,19920,19949.5,59.8063879,29.9075428,160.0851662
wellbore_chev_no_15_665,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,19950,19979.5,58.14750264,32.86430972,160.0815002
wellbore_chev_no_15_666,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,19980,20009.5,55.10286891,33.46470146,160.3543332
wellbore_chev_no_15_667,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20010,20039.5,70.81344821,30.66997484,160.8245
wellbore_chev_no_15_668,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20040,20069.5,71.08925095,38.64335982,160.8169993
wellbore_chev_no_15_669,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20070,20099.5,66.59542974,44.68145479,160.8023333
wellbore_chev_no_15_670,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20100,20129.5,59.69706294,50.44654223,160.788166
wellbore_chev_no_15_671,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20130,20159.5,61.1707681,36.4740119,160.4968346
wellbore_chev_no_15_672,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20160,20189.5,69.7634627,38.09477638,160.4501663
wellbore_chev_no_15_673,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20190,20219.5,60.06531614,39.13572612,142.2853315
wellbore_chev_no_15_674,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20220,20249.5,56.08238284,39.9573157,130.1885002
wellbore_chev_no_15_675,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20250,20279.5,51.54275449,31.56578628,143.5063321
wellbore_chev_no_15_676,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20280,20309.5,64.86896763,18.8447463,160.8906667
wellbore_chev_no_15_677,wellbore_chev_no_15,area_0,formation_185,bit_model_32,14.5,20310,20339.5,65.24046777,19.59009776,136.113062
wellbore_chev_no_15_678,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20340,20369.5,61.40797773,13.01373519,120.4558625
wellbore_chev_no_15_679,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20370,20399.5,57.48574581,9.114277609,120.4575003
wellbore_chev_no_15_680,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20400,20429.5,51.58628476,11.62130035,120.4650002
wellbore_chev_no_15_681,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20430,20459.5,58.29123618,16.6720914,120.4581668
wellbore_chev_no_15_682,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20460,20489.5,60.48233223,20.51070569,120.170833
wellbore_chev_no_15_683,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20490,20519.5,51.42133338,12.73487167,121.1384742
wellbore_chev_no_15_684,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20520,20549.5,58.86012828,16.84993057,120.8238336
wellbore_chev_no_15_685,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20550,20579.5,56.85179028,15.40022267,120.74356
wellbore_chev_no_15_686,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20580,20609.5,58.79832815,13.80571353,120.7591672
wellbore_chev_no_15_687,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20610,20639.5,60.48370879,15.30680698,119.4515248
wellbore_chev_no_15_688,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20640,20669.5,62.25729968,14.40684183,120.1169991
wellbore_chev_no_15_689,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20670,20699.5,79.427506,20.75358124,120.1148324
wellbore_chev_no_15_690,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20700,20729.5,93.1882974,37.2232159,128.7338326
wellbore_chev_no_15_691,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20730,20759.5,84.57975928,34.18598022,140.9943347
wellbore_chev_no_15_692,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20760,20789.5,107.136379,29.82523756,139.6824996
wellbore_chev_no_15_693,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20790,20819.5,98.65364342,46.78723596,143.2213336
wellbore_chev_no_15_694,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20820,20849.5,102.9459804,45.59049384,168.0858335
wellbore_chev_no_15_695,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20850,20879.5,104.4194767,31.31152004,180.8475006
wellbore_chev_no_15_696,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20880,20909.5,103.6054306,16.6404917,179.3204999
wellbore_chev_no_15_697,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20910,20939.5,113.6591482,23.57476454,179.2531667
wellbore_chev_no_15_698,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20940,20969.5,105.0333305,37.60241057,179.2443339
wellbore_chev_no_15_699,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,20970,20999.5,99.63684781,45.16463378,180.1223345
wellbore_chev_no_15_700,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21000,21029.5,109.493454,33.41619989,180.2215009
wellbore_chev_no_15_701,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21030,21059.5,95.69110095,40.93726978,180.3523336
wellbore_chev_no_15_702,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21060,21089.5,120.7264163,36.68896205,180.3526662
wellbore_chev_no_15_703,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21090,21119.5,109.7402682,37.99226146,179.3276665
wellbore_chev_no_15_704,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21120,21149.5,99.43847135,44.14573065,180.9213353
wellbore_chev_no_15_705,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21150,21179.5,110.7916509,40.17924716,180.5748344
wellbore_chev_no_15_706,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21180,21209.5,119.6365954,38.11572024,180.9284999
wellbore_chev_no_15_707,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21210,21239.5,119.3802213,34.3476531,180.9348335
wellbore_chev_no_15_708,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21240,21269.5,103.9855368,34.69745293,180.9090009
wellbore_chev_no_15_709,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21270,21299.5,104.2981513,41.99320313,180.1332206
wellbore_chev_no_15_710,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21300,21329.5,100.5882533,23.36128314,180.1205007
wellbore_chev_no_15_711,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21330,21359.5,119.9384808,34.58501666,180.1078339
wellbore_chev_no_15_712,wellbore_chev_no_15,area_0,formation_185,bit_model_31,12.25,21360,21389.5,105.5022631,38.75983814,180.1051682
wellbore_chev_no_15_713,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21390,21419.5,120.2287617,32.53949518,180.0581678
wellbore_chev_no_15_714,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21420,21449.5,114.1297596,27.27669352,179.5281662
wellbore_chev_no_15_715,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21450,21479.5,92.96036555,24.80531174,180.5023328
wellbore_chev_no_15_716,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21480,21509.5,120.0336189,29.92958943,180.4933327
wellbore_chev_no_15_717,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21510,21539.5,120.0229366,34.46302875,180.5291672
wellbore_chev_no_15_718,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21540,21569.5,108.5577936,36.43543037,180.1198331
wellbore_chev_no_15_719,wellbore_chev_no_15,area_0,formation_232,bit_model_31,12.25,21570,21599.5,102.0485133,22.17776832,180.2529994
wellbore_chev_no_15_720,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21600,21629.5,61.18792706,18.38398075,176.1669996
wellbore_chev_no_15_721,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21630,21659.5,76.47172699,24.48196634,180.322167
wellbore_chev_no_15_722,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21660,21689.5,65.87816792,26.75860701,180.3286667
wellbore_chev_no_15_723,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21690,21719.5,58.65307876,21.56494556,180.2189833
wellbore_chev_no_15_724,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21720,21749.5,62.26643092,24.82405097,180.247334
wellbore_chev_no_15_725,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21750,21779.5,62.03650284,20.63269547,180.231
wellbore_chev_no_15_726,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21780,21809.5,71.46686605,26.55761824,180.2588338
wellbore_chev_no_15_727,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21810,21839.5,67.839319,37.80815747,180.2262726
wellbore_chev_no_15_728,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21840,21869.5,81.98490613,28.30184323,180.1780014
wellbore_chev_no_15_729,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21870,21899.5,72.83292465,25.66364425,180.1905009
wellbore_chev_no_15_730,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21900,21929.5,74.39306414,29.55240525,180.2350844
wellbore_chev_no_15_731,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21930,21959.5,58.63854529,15.56941204,180.4356669
wellbore_chev_no_15_732,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21960,21989.5,54.92595743,22.14616933,180.1900002
wellbore_chev_no_15_733,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,21990,22019.5,58.8727169,26.16446142,180.3365
wellbore_chev_no_15_734,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22020,22049.5,58.87410189,29.16017475,180.3376671
wellbore_chev_no_15_735,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22050,22079.5,58.83413423,27.43763056,180.3119998
wellbore_chev_no_15_736,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22080,22109.5,56.44458739,25.42995486,180.4041672
wellbore_chev_no_15_737,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22110,22139.5,62.24740556,24.43787429,180.6204997
wellbore_chev_no_15_738,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22140,22169.5,62.78545774,27.71584229,169.8749162
wellbore_chev_no_15_739,wellbore_chev_no_15,area_0,formation_52,bit_model_31,12.25,22170,22199.5,61.98241475,25.59640366,159.4991674
wellbore_chev_no_15_740,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22200,22229.5,51.31726818,23.93816001,159.4785006
wellbore_chev_no_15_741,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22230,22259.5,62.94419024,22.38968275,160.818948
wellbore_chev_no_15_742,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22260,22289.5,56.87214608,16.885128,159.4936205
wellbore_chev_no_15_743,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22290,22319.5,61.40413005,15.65502582,159.7981661
wellbore_chev_no_15_744,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22321,22349.5,56.31043178,19.07416761,160.2362074
wellbore_chev_no_15_745,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22350,22379.5,59.02642309,20.85192832,158.7555166
wellbore_chev_no_15_746,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22380,22409.5,79.85688413,21.65600735,160.048499
wellbore_chev_no_15_747,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22410,22439.5,79.79309336,24.66495072,160.0228322
wellbore_chev_no_15_748,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22440,22469.5,76.05105743,24.20785853,157.0286663
wellbore_chev_no_15_749,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22470,22499.5,58.6133618,21.61963148,158.7363331
wellbore_chev_no_15_750,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22500,22529.5,61.38997968,20.07749812,158.9141664
wellbore_chev_no_15_751,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22530,22559.5,63.64952507,22.44967117,159.9155001
wellbore_chev_no_15_752,wellbore_chev_no_15,area_0,formation_54,bit_model_31,12.25,22560,22589.5,78.1366038,28.22945709,160.6624995
wellbore_chev_no_15_753,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22590,22619.5,79.39040985,29.6286572,159.0158325
wellbore_chev_no_15_754,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22620,22649.5,86.80190531,24.81890714,158.1084997
wellbore_chev_no_15_755,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22650,22679.5,79.04424191,26.29159476,160.0641665
wellbore_chev_no_15_756,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22680,22709.5,89.27220167,29.23623543,159.7918338
wellbore_chev_no_15_757,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22710,22739.5,84.89947255,30.2455843,160.2916667
wellbore_chev_no_15_758,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22740,22769.5,87.5953331,34.85361344,160.4038335
wellbore_chev_no_15_759,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22770,22799.5,85.14304072,24.7656281,160.2398336
wellbore_chev_no_15_760,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22800,22829.5,89.6543822,29.2130868,160.2363332
wellbore_chev_no_15_761,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22830,22859.5,86.45708351,29.28804366,160.3526665
wellbore_chev_no_15_762,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22860,22889.5,89.66832123,33.71860015,160.5853335
wellbore_chev_no_15_763,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22890,22919.5,80.39527321,29.69442964,160.8111666
wellbore_chev_no_15_764,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22920,22949.5,89.96056684,28.24635938,161.0226659
wellbore_chev_no_15_765,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22950,22979.5,87.74616407,31.67675276,161.0313332
wellbore_chev_no_15_766,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,22980,23009.5,99.11461309,36.07938455,161.225001
wellbore_chev_no_15_767,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,23010,23039.5,98.07015839,39.3198115,161.2043338
wellbore_chev_no_15_768,wellbore_chev_no_15,area_0,formation_58,bit_model_31,12.25,23040,23069.5,94.06735942,29.36006247,160.0924998
wellbore_chev_no_15_769,wellbore_chev_no_15,area_0,formation_60,bit_model_31,12.25,23070,23099.5,100.7563234,32.79743595,160.0846667
wellbore_chev_no_15_770,wellbore_chev_no_15,area_0,formation_60,bit_model_31,12.25,23100,23129.5,100.6796478,35.05386686,160.0693321
wellbore_chev_no_15_771,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23130,23159.5,100.7323502,38.49528313,160.1018323
wellbore_chev_no_15_772,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23160,23189.5,93.16999728,33.57383075,160.6995
wellbore_chev_no_15_773,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23190,23219.5,100.813847,33.49740283,161.1288335
wellbore_chev_no_15_774,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23220,23249.5,100.7230153,36.86018785,161.1635
wellbore_chev_no_15_775,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23250,23279.5,100.6308005,40.2861709,161.1588338
wellbore_chev_no_15_776,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23280,23309.5,95.90445399,39.78895374,159.7542369
wellbore_chev_no_15_777,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23310,23339.5,96.2007459,33.09248778,160.5900012
wellbore_chev_no_15_778,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23340,23369.5,100.8121159,36.28845545,160.6086672
wellbore_chev_no_15_779,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23370,23399.5,100.6128075,38.61874123,160.6210009
wellbore_chev_no_15_780,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23400,23429.5,100.767919,41.3385114,160.626667
wellbore_chev_no_15_781,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23430,23459.5,88.50748183,32.89296864,159.7473333
wellbore_chev_no_15_782,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23460,23489.5,100.7279423,33.20014715,161.6564997
wellbore_chev_no_15_783,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23490,23519.5,96.73209203,37.40877101,160.151
wellbore_chev_no_15_784,wellbore_chev_no_15,area_0,formation_66,bit_model_31,12.25,23520,23549.5,100.6250366,41.12870471,160.2504997
wellbore_chev_no_15_785,wellbore_chev_no_15,area_0,formation_233,bit_model_31,12.25,23550,23579.5,96.06972387,38.11157294,160.3974576
wellbore_chev_no_15_786,wellbore_chev_no_15,area_0,formation_233,bit_model_31,12.25,23580,23609.5,96.16227449,23.56998779,161.0615005
wellbore_chev_no_15_787,wellbore_chev_no_15,area_0,formation_233,bit_model_31,12.25,23610,23639.5,78.70537224,25.08052222,161.1074999
wellbore_chev_no_15_788,wellbore_chev_no_15,area_0,formation_233,bit_model_31,12.25,23640,23669.5,89.6663962,26.84017801,161.0828326
wellbore_chev_no_15_789,wellbore_chev_no_15,area_0,formation_70,bit_model_31,12.25,23670,23699.5,100.8836088,34.55782642,161.0858332
wellbore_chev_no_15_790,wellbore_chev_no_15,area_0,formation_70,bit_model_31,12.25,23700,23729.5,85.08490766,30.51307815,153.0951661
wellbore_chev_no_15_791,wellbore_chev_no_15,area_0,formation_70,bit_model_31,12.25,23730,23759.5,89.74366913,35.52969815,161.0003326
wellbore_chev_no_15_792,wellbore_chev_no_15,area_0,formation_71,bit_model_31,12.25,23760,23789.5,88.83072281,27.48686705,160.972832
wellbore_chev_no_15_793,wellbore_chev_no_15,area_0,formation_69,bit_model_31,12.25,23790,23819.5,100.6276435,30.46016849,160.9746666
wellbore_chev_no_15_794,wellbore_chev_no_15,area_0,formation_68,bit_model_31,12.25,23820,23849.5,97.15533676,39.06775072,159.439333
wellbore_chev_no_15_795,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,23850,23879.5,88.37796637,28.9646994,160.5888341
wellbore_chev_no_15_796,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,23880,23909.5,100.7996415,34.25469131,160.5748337
wellbore_chev_no_15_797,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,23910,23939.5,100.5319002,37.02920958,160.6491669
wellbore_chev_no_15_798,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,23940,23969.5,88.6317805,37.83242655,160.584333
wellbore_chev_no_15_799,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,23970,23999.5,85.95311521,29.83074899,160.3644998
wellbore_chev_no_15_800,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,24000,24029.5,87.79370689,30.79821037,161.1096664
wellbore_chev_no_15_801,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,24030,24059.5,95.45393575,35.39558411,161.1153336
wellbore_chev_no_15_802,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,24060,24089.5,92.91907132,40.87370367,161.131
wellbore_chev_no_15_803,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,24090,24119.5,94.7465463,42.9912436,159.1639999
wellbore_chev_no_15_804,wellbore_chev_no_15,area_0,formation_67,bit_model_31,12.25,24120,24149.5,84.81048648,32.57329887,158.4218328
wellbore_chev_no_15_805,wellbore_chev_no_15,area_0,formation_74,bit_model_31,12.25,24150,24179.5,100.7786704,39.52594395,159.6958333
